date,x_rotated,y_rotated,z
600394,-7580.497033123151,8045.509911174748,93
600774,-7398.008598298084,8084.419693429308,92
600914,-7297.117693161562,8096.462336857282,92
601074,-7178.781986291024,8101.52795423823,91
601334,-6973.895292688739,8092.958077650832,91
601634,-6662.87708127912,8043.890041501402,90
601914,-6545.725902605943,8015.035209401991,90
602274,-6289.115020743751,7927.537464803008,90
602934,-5824.1222224064095,7688.425153337439,93
603254,-5523.989085448525,7489.739220015979,94
603634,-5293.5364447435895,7321.788095005986,95
603974,-5168.9102133749175,7223.333524493277,95
604214,-5026.166158333897,7096.652291666759,95
604334,-4957.7689009614205,7029.170329751569,94
604514,-4858.197140392296,6922.39268931517,94
604894,-4659.942015402066,6683.397071332102,92
605054,-4577.913767250071,6580.769752819366,92
605214,-4488.432892478944,6468.684191527137,92
605434,-4374.11292111796,6318.231726781545,93
605634,-4283.326381389996,6182.751823459234,93
605834,-4205.556142266507,6039.236005840843,93
606054,-4131.550358755958,5868.965209733613,93
606334,-4040.750369373361,5652.825528212333,92
606414,-4013.1429004234265,5592.428279449013,92
606634,-3937.6250541680824,5424.934832123589,91
606854,-3859.962502149438,5258.074027816672,91
607054,-3789.5551553836976,5106.324874535974,90
607354,-3689.4046103264527,4874.2928329453,89
607514,-3603.6343625938075,4635.687584461783,88
607954,-3486.568474905037,4300.471865946615,90
608354,-3379.974836136158,4090.85603597662,91
608514,-3307.6516074714386,3973.709330536345,92
608814,-3154.9019276609006,3768.849536243326,93
609094,-2914.0577958757253,3513.508383695122,92
609514,-2678.1177657921958,3300.0832160035325,90
609794,-2520.706257798967,3167.937019874784,90
609974,-2400.1720165906695,3073.8705715717892,90
610234,-2230.1300743036877,2958.97175581083,90
610534,-1917.2677923689373,2780.3599069805227,91
610814,-1792.6729634983596,2721.5285495364565,91
611014,-1634.4538171967622,2653.0325515249397,92
611194,-1490.0227041210846,2594.923571360762,92
611534,-1214.7017344878661,2496.159389188152,92
611694,-966.6606992571477,2426.6493550803093,91
612114,-730.5995024582141,2378.7837999717017,90
612294,-471.2830532321371,2348.5021362000493,90
612694,-229.06591834917916,2335.090962907194,90
612954,22.6588146548279,2330.5457682951514,91
613234,294.46660857171844,2333.7897112714054,92
613574,542.4448388062472,2343.5261033008496,93
613814,777.1689681502484,2358.678103290968,93
614154,984.4561206453487,2378.3259125956456,93
614394,1140.1312452182901,2399.068515836301,92
614554,1241.2195717210386,2416.764567511002,92
614894,1429.9536788915125,2472.437153139515,89
615074,1517.8955916085781,2518.893799463416,89
615234,1591.2194067149906,2572.22876115123,89
615474,1692.3436389046626,2671.9979430865815,89
615554,1722.5759173788324,2707.0266361575523,89
615773,1803.8145100218478,2804.660088751334,89
616154,1967.8037580526736,3002.7043427207036,90
616494,2075.272373270866,3122.063032153372,92
616714,2148.555809457453,3194.502924344667,92
617394,2432.244761078942,3396.1500882917467,93
617654,2574.6254058415298,3441.413229996557,94
617874,2705.5421916642636,3462.3128756836136,95
618074,2828.9973744461354,3472.1524815849994,95
618254,2940.997674709884,3478.1468740337946,94
618614,3168.4082670376933,3486.478890423288,94
618734,3246.340051796412,3489.4177548843973,93
618994,3416.4852079553357,3499.041986576095,92
619194,3644.0932216493716,3513.027411212315,92
619594,3821.305138116704,3522.4048661962292,92
619754,3933.2560830388957,3526.9859065833425,91
619994,4102.620530154643,3534.5147878532957,91
620194,4245.763931116945,3540.8367148495254,92
620414,4540.481490070082,3551.7710847309627,92
620814,4732.894791825016,3550.712166525982,94
621054,4912.924435993981,3539.4726282616207,94
621334,5213.564605977992,3497.1348414514337,95
621594,5319.606389523943,3474.328260331202,96
621854,5515.945662571119,3423.604598601136,96
