date,x_rotated,y_rotated,z
600394,-9564.309515212528,7218.335784459953,89
600774,-9425.24912798887,7249.56411623106,90
600914,-9346.388568162305,7258.838387298959,89
601074,-9256.221191842289,7267.717815634404,89
601334,-9081.145004716527,7296.980910164975,88
601634,-8849.606516541418,7382.997934605404,88
601914,-8762.395957525972,7428.772582569243,89
602274,-8566.66687146501,7542.926535062096,92
602934,-8188.413444892058,7778.063400070159,92
603254,-7908.112058994518,7923.22583689153,92
603634,-7674.231443689882,8015.52891259719,93
603974,-7538.3836269003095,8056.06742112312,93
604214,-7371.688841461524,8088.453351826394,92
604334,-7285.079522966489,8096.749492484891,92
604514,-7154.705645900879,8102.102265493449,92
604894,-6856.932558960057,8078.968119869856,91
605054,-6739.435892895983,8060.006752202216,90
605214,-6623.599355601374,8034.027979567725,90
605434,-6465.223166853375,7990.290320306416,89
605634,-6323.322625851721,7940.760163195441,90
605834,-6183.862922662707,7882.117250695871,90
606054,-6035.003308457489,7808.995330188587,91
606334,-5848.337652399493,7704.129068462338,92
606414,-5796.3980899298995,7671.8911738278075,93
606634,-5654.564857113263,7579.911099524826,94
606854,-5514.342397724536,7482.326972316674,94
607054,-5388.006682244842,7392.3031588324975,95
607354,-5201.942266707257,7249.958389800907,95
607514,-5025.484159973835,7095.92093796514,95
607954,-4798.378706073023,6852.380155325956,93
608354,-4656.532023601754,6679.740302824006,92
608514,-4576.549770529946,6579.307045416128,92
608814,-4419.411968509693,6378.5392412834835,92
609094,-4243.294875934265,6113.430264251814,93
609514,-4121.813936770587,5843.861383592509,93
609794,-4044.6449381675093,5662.867058668775,92
609974,-3984.2701454364797,5527.741619159091,92
610234,-3902.080381605181,5348.694578632431,92
610534,-3757.371119279552,5035.154741614593,90
610814,-3705.0322408446023,4913.045602709385,89
611014,-3645.2990675538094,4759.546586397839,88
611194,-3597.209221725636,4617.067230952138,88
611534,-3506.7726725773973,4349.997519868762,90
611694,-3400.623231882529,4127.661521343632,91
612114,-3276.6745256410168,3928.76024376841,92
612294,-3122.264717061014,3730.917854442242,93
612694,-2960.581750384645,3559.0003792201805,92
612954,-2796.1618138462954,3404.675771756805,91
613234,-2592.2263513441467,3227.0375801029977,90
613574,-2394.617319027056,3070.8464460821992,89
613814,-2184.42720775777,2930.4893403675082,90
614154,-1979.7828176303656,2813.6746427075695,91
614394,-1797.5456627019105,2723.821321324427,91
614554,-1673.5341215082822,2668.548021705343,91
614894,-1405.5266888912554,2562.963855932109,92
615074,-1261.5307974678572,2512.6529897779583,92
615234,-1132.785646673617,2471.365144751021,91
615474,-937.9090810296785,2419.2774863008303,91
615554,-871.194378503031,2404.919615052594,91
615773,-688.3470066324342,2373.0630835399566,90
616154,-295.4934652482177,2337.410663960358,90
616494,-55.17425942077729,2330.433607957405,91
616714,125.25022748064055,2330.500886186497,92
617394,684.9555967500432,2351.99273606038,93
617654,877.2298089020377,2367.2120442355167,93
617874,1026.3721055019632,2383.2300142972913,92
618074,1152.2187707549192,2400.7690235255914,92
618254,1260.4725682491894,2421.045002615873,91
618614,1452.2308009092533,2482.2722858079987,89
618734,1509.2180578722614,2513.5365232660297,89
618994,1624.1303232878533,2602.918687354043,89
619194,1757.9770271058924,2748.2426698106424,89
619594,1850.3833466394221,2861.759506052088,89
619754,1908.0211994643973,2931.915602877143,89
619994,1997.3046828252238,3037.051037431612,91
620194,2077.4664343757236,3124.1090272335596,92
620414,2212.8162245168264,3251.692075906803,92
620814,2332.74925516064,3343.02152439189,92
621054,2455.9352351583643,3405.935865618674,93
621334,2693.454666127634,3460.6123679943225,95
621594,2782.20869038597,3469.5411516713248,95
621854,2948.0644350182924,3477.9000973260113,94
622054,3077.024960022221,3483.3022256761255,94
622293,3234.3018816013396,3489.1305992567886,93
622493,3367.5518181318694,3495.7980136439146,93
622754,3557.58261383745,3507.5579746771823,92
622874,3639.1218117627077,3512.493478876923,92
623214,3946.0256069355873,3527.955060571014,91
623574,4117.485404473079,3534.7032327977913,91
623834,4304.590785372183,3543.7352003908095,92
624054,4570.893237067017,3551.416620918335,93
624374,4719.443269568263,3550.474366239929,94
624694,4958.7843449863,3535.748551568506,94
624874,5094.02194483373,3518.290270223931,95
625154,5409.419302031333,3452.795941669713,96
625494,5647.517517488724,3382.2180428910856,97
625874,5837.561762848936,3313.3182257253848,98
626094,5997.243616553773,3246.1862244339936,100
626254,6112.142402358804,3193.3537626275506,100
626614,6383.353428988186,3057.9411375343307,99
627014,6693.931915556697,2894.974872065635,99
627294,6848.099450617746,2811.7620657603534,98
627474,6974.444142519171,2742.2565348413386,97
627814,7211.833430351306,2610.8551420688427,96
627994,7336.715414849492,2539.985614429704,95
628973,7980.082201819236,2181.43829896879,93
629173,8092.392083786957,2115.253025588707,94
629394,8279.8294724664,1991.9638317190393,95
629834,8394.324439117247,1907.3062708539805,95
629954,8438.465887576815,1874.6331545671705,95
630314,8576.494285860683,1775.0030322788314,97
630674,8627.455717920875,1735.0163789758296,97
630874,8678.318439297953,1692.2030215494644,98
631094,8753.970901923334,1609.6094086080548,98
631434,8785.481916089147,1559.688911953455,98
631654,8809.67939323877,1502.9484316982312,97
631934,8818.321021288162,1426.2325776349671,97
632054,8813.627790607377,1393.1421925393395,97
632394,8778.347817639795,1294.6113673758068,97
632614,8729.86309912324,1202.9095022346305,97
632914,8696.696429420863,1144.6345331582475,97
633174,8650.069261040002,1065.6034812306486,96
633414,8581.007928194998,951.9789578843593,96
633854,8502.290931204274,825.2483996722117,96
633914,8487.318369780995,801.7149680391898,95
634114,8435.670436171911,720.7366317145172,95
634434,8305.749703646115,525.747905732833,94
